"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","hom","ExactDate","DFstatus","codes","date","status"
729,729,160422,1,"libe","1602",317.60001,36.1,217692,"3","NULL","NULL",2018-04-12,"stem dead","DS;TR","21286","D"
734,734,160455,1,"libe","1603",313,41.1,217849,"3","NULL","NULL",2018-04-16,"stem dead","DC;TR","21290","D"
745,745,160576,1,"libe","1603",302.89999,42.3,217987,"3","NULL","NULL",2018-04-16,"stem dead","DC;TR","21290","D"
746,746,160577,1,"libe","1603",302.60001,42.2,217990,"3","NULL","NULL",2018-04-16,"stem dead","DC;TR","21290","D"
747,747,160599,1,"libe","1603",307.60001,43.1,218021,"3","NULL","NULL",2018-04-16,"stem dead","DC;TR","21290","D"
753,753,160676,1,"libe","1604",317,77.7,221638,"3","NULL","NULL",2018-04-13,"stem dead","DC;TR","21287","D"
764,764,170011,1,"libe","1701",327.39999,5.6,218282,"3","NULL","NULL",2018-04-17,"stem dead","DC;TR","21291","D"
765,765,170016,1,"libe","1701",324.89999,4.4,218292,"3","NULL","NULL",2018-04-17,"stem dead","DC;TR","21291","D"
777,777,170225,1,"libe","1701",329.70001,3.7,218543,"3","NULL","NULL",2018-04-17,"stem dead","DC;TR","21291","D"
799,799,170566,1,"libe","1702",329.29999,38.5,219107,"3","NULL","NULL",2018-04-19,"stem dead","DC;TR","21293","D"
801,801,170591,1,"libe","1702",321.60001,30.9,219145,"3","NULL","NULL",2018-04-19,"stem dead","DC;TR","21293","D"
807,807,170708,1,"libe","1702",338.5,24.5,219221,"3","NULL","NULL",2018-04-19,"stem dead","DC;TR","21293","D"
810,810,170747,1,"libe","1702",334.29999,27.3,219283,"3","NULL","NULL",2018-04-19,"stem dead","DC;TR","21293","D"
811,811,170788,1,"libe","1702",339.20001,30.2,219333,"3","NULL","NULL",2018-04-19,"stem dead","DC;TR","21293","D"
815,815,170890,1,"libe","1702",326.5,37.8,219462,"3","NULL","NULL",2018-04-19,"stem dead","DC;TR","21293","D"
818,818,170958,1,"libe","1703",336.10001,59.2,219647,"3","30","1.30",2018-04-23,"stem dead","DS;TR","21297","D"
848,848,180165,1,"libe","1802",346.39999,30.1,220255,"3","NULL","NULL",2018-05-01,"stem dead","DC;TR","21305","D"
849,849,180169,1,"libe","1802",348.70001,28.9,220260,"3","NULL","NULL",2018-05-01,"stem dead","DC;TR","21305","D"
851,851,180273,1,"libe","1802",350.79999,31,220350,"3","NULL","NULL",2018-05-01,"stem dead","DT;TR","21305","D"
852,852,180278,1,"libe","1802",349.60001,29.3,220356,"3","NULL","NULL",2018-05-01,"stem dead","DT;TR","21305","D"
854,854,180306,1,"libe","1802",349.89999,36.7,220408,"3","NULL","NULL",2018-05-01,"stem dead","DC;TR","21305","D"
878,878,180701,1,"libe","1804",358.89999,60.5,223723,"3","NULL","NULL",2018-05-03,"stem dead","DC;TR","21307","D"
885,885,181562,1,"libe","1803",343.20001,42.6,223522,"3","NULL","NULL",2018-05-02,"stem dead","DC;TR","21306","D"
911,911,190166,1,"libe","1903",375.39999,47,224697,"3","NULL","NULL",2018-05-08,"stem dead","DC;TR","21312","D"
952,952,200208,1,"libe","2001",399.20001,1.8,225848,"3","NULL","NULL",2018-05-10,"stem dead","DT;TR","21314","D"
956,956,200256,1,"libe","2001",394.79999,4.5,225917,"3","NULL","NULL",2018-05-10,"stem dead","DC;TR","21314","D"
1060,1060,10069,1,"libe","0104",4.1,70.1,233073,"3","NULL","NULL",2018-08-27,"stem dead","DC;TR","21423","D"
1084,1084,10094,1,"libe","0105",8.9,89.5,233232,"3","NULL","NULL",2018-08-28,"stem dead","DS;TR","21424","D"
1138,1138,10164,1,"libe","0103",14,56.4,232964,"3","NULL","NULL",2018-08-27,"stem dead","DT;TR","21423","D"
1170,1170,10200,1,"libe","0104",13.6,78.4,233155,"3","NULL","NULL",2018-08-27,"stem dead","DC;TR","21423","D"
1178,1178,10208,1,"libe","0104",9.6,72.3,233176,"3","NULL","NULL",2018-08-27,"stem dead","DC;TR","21423","D"
1202,1202,10233,1,"libe","0105",18.5,91.1,233310,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1202,32258,10233,2,"libe","0105",18.5,91.1,233311,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1203,1203,10234,1,"libe","0105",19.7,91.1,233312,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1225,1225,10259,1,"libe","0105",5.5,97.9,233372,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1226,1226,10260,1,"libe","0105",4.7,98.4,233373,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1241,1241,10277,1,"romu","0106",12.2,101.5,233572,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1258,1258,10297,1,"libe","0106",12.5,106.4,233606,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1265,1265,10305,1,"libe","0105",11.9,93.6,233399,"3","NULL","NULL",2018-08-28,"stem dead","DS;TR","21424","G"
1267,1267,10308,1,"libe","0105",11.6,93.2,233409,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1270,1270,10311,1,"libe","0105",15.5,93.9,233412,"3","NULL","NULL",2018-08-28,"stem dead","DS;TR","21424","D"
1276,1276,10318,1,"libe","0105",7.1,89.3,233443,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1279,1279,10321,1,"libe","0105",6.8,91.4,233453,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1284,1284,10326,1,"libe","0105",9.3,93.3,233469,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1305,32308,10347,2,"libe","0106",7.2,100.4,233636,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1306,1306,10348,1,"libe","0106",2.6,102.3,233639,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1307,1307,10349,1,"libe","0106",7.5,100.8,233644,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1308,1308,10350,1,"libe","0106",7.8,100.8,233645,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1312,1312,10354,1,"libe","0106",3.9,101.6,233654,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1315,1315,10357,1,"libe","0106",8.2,101.6,233657,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1321,1321,10363,1,"libe","0106",5.7,101.4,233668,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1329,1329,10371,1,"libe","0106",7.6,104.9,233683,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1340,1340,10382,1,"libe","0106",5.4,105.3,233700,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1348,1348,10390,1,"libe","0106",6.6,106.2,233718,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1350,1350,10392,1,"libe","0106",3.5,106.1,233722,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1350,32323,10392,2,"libe","0106",3.5,106.1,233723,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1351,1351,10393,1,"libe","0106",3.4,106.1,233724,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1354,1354,10396,1,"libe","0106",3.4,106,233727,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1354,32324,10396,2,"libe","0106",3.4,106,233728,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
1356,1356,10398,1,"libe","0106",4.8,107.5,233730,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1365,1365,10407,1,"libe","0106",5.2,108.7,233747,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1377,1377,10421,1,"libe","0106",2.2,117.1,233773,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
1448,1448,10500,1,"libe","0110",9.4,188,234067,"3","NULL","NULL",2018-08-30,"stem dead","DT;TR","21426","D"
1456,1456,10508,1,"libe","0106",0.5,109.2,233816,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2346,2346,20065,1,"libe","0204",29.2,63.8,236716,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2367,2367,20087,1,"libe","0204",35.9,65.5,236750,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2373,2373,20095,1,"libe","0204",35.3,66.1,236772,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2375,2375,20097,1,"libe","0204",35.2,66.2,236774,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2430,2430,20173,1,"libe","0203",38.3,56,236682,"3","NULL","NULL",2018-09-05,"stem dead","DC;TR","21432","D"
2440,2440,20187,1,"libe","0205",20.9,87.4,237091,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2442,2442,20190,1,"libe","0205",21.9,87.6,237097,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2446,2446,20196,1,"libe","0205",23.3,87.6,237111,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2449,2449,20199,1,"libe","0205",23.4,88,237114,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2481,2481,20232,1,"libe","0204",30.5,72.3,236823,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2485,2485,20236,1,"libe","0204",29.8,70.5,236829,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2497,2497,20250,1,"libe","0204",24.5,68,236856,"3","NULL","NULL",2018-08-29,"stem dead","DT;TR","21425","D"
2508,2508,20261,1,"libe","0204",22.8,69.7,236877,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2513,2513,20267,1,"libe","0204",24.5,71.8,236889,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2519,2519,20273,1,"libe","0204",25.9,69.9,236898,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2521,2521,20275,1,"libe","0204",26,70.2,236900,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2525,2525,20279,1,"libe","0204",26.1,73,236908,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2527,2527,20281,1,"libe","0204",24.7,75.5,236910,"3","NULL","NULL",2018-08-29,"stem dead","DT;TR","21425","D"
2540,2540,20296,1,"libe","0204",23.9,75.1,236934,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2541,2541,20297,1,"libe","0204",22.4,75.2,236936,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2545,2545,20301,1,"libe","0205",23.7,87.8,237116,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2547,2547,20304,1,"libe","0205",23.8,88.2,237118,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2554,2554,20312,1,"libe","0205",24.5,86.5,237125,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2557,2557,20315,1,"libe","0205",24.8,87.1,237131,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2558,2558,20316,1,"libe","0205",24.7,86,237132,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2559,2559,20317,1,"libe","0205",25.6,86,237133,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2570,2570,20330,1,"libe","0205",23.6,92.5,237165,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2581,2581,20344,1,"libe","0205",25.6,88.6,237186,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2586,2586,20349,1,"libe","0205",25.6,87.8,237193,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2591,2591,20354,1,"libe","0205",26.5,87.2,237198,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2595,2595,20361,1,"libe","0205",30.3,86.5,237211,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2610,2610,20378,1,"libe","0205",32.9,85.3,237242,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2614,2614,20382,1,"libe","0205",31.3,87.3,237247,"3","NULL","NULL",2018-08-28,"stem dead","DC;TR","21424","D"
2659,2659,20430,1,"libe","0204",24.9,79.2,236986,"3","NULL","NULL",2018-08-29,"stem dead","DT;TR","21425","D"
2674,2674,20446,1,"libe","0204",21,74.9,237021,"3","NULL","NULL",2018-08-29,"stem dead","DC;TR","21425","D"
2685,2685,20459,1,"libe","0205",36.4,91.1,237293,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2697,2697,20475,1,"libe","0205",23.1,94.5,237324,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2704,2704,20484,1,"libe","0205",22.3,96.5,237340,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2704,32519,20484,2,"libe","0205",22.3,96.5,237341,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2708,2708,20488,1,"libe","0205",22,97,237348,"3","NULL","NULL",2018-08-28,"stem dead","DT;TR","21424","D"
2911,2911,20726,1,"libe","0212",38.3,239.60001,237795,"3","NULL","NULL",2018-08-30,"stem dead","DC;TR","21426","D"
3678,3678,30015,1,"libe","0301",49.2,14.9,238271,"3","NULL","NULL",2018-09-06,"stem dead","DT;TR","21433","D"
3689,3689,30026,1,"libe","0301",56.1,18,238303,"3","NULL","NULL",2018-09-06,"stem dead","DC;TR","21433","D"
3690,3690,30027,1,"libe","0301",56.7,19.9,238304,"3","NULL","NULL",2018-09-06,"stem dead","DC;TR","21433","D"
3781,3781,30133,1,"libe","0302",52.3,21.8,238708,"3","NULL","NULL",2018-09-06,"stem dead","DT;TR","21433","D"
3793,3793,30147,1,"libe","0302",51,40,238727,"3","NULL","NULL",2018-09-06,"stem dead","DC;TR","21433","D"
3820,3820,30177,1,"libe","0303",59.3,56.5,239935,"3","NULL","NULL",2018-09-06,"stem dead","DC;TR","21433","D"
4015,4015,30383,1,"libe","0308",59.7,157.8,240684,"3","NULL","NULL",2018-09-07,"stem dead","DT;TR","21434","D"
4341,40760,32112,2,"astr","0320",51.8,397.20001,239410,"3","NULL","NULL",2018-09-10,"stem dead","DC;TR","21437","G"
4781,40778,40016,3,"libe","0401",63.6,17.3,229816,"3","NULL","NULL",2018-07-16,"stem dead","DC;TR","21381","G"
4813,4813,40052,1,"libe","0401",79.8,3.2,229895,"3","NULL","NULL",2018-07-16,"stem dead","DC;TR","21381","D"
9448,9448,80370,1,"libe","0807",157.5,129.5,243249,"3","NULL","NULL",2018-07-25,"stem dead","F;DC;TR","21390","D"
9514,9514,80438,1,"libe","0808",151.10001,147.10001,243429,"3","NULL","NULL",2018-07-25,"stem dead","F;DC;TR","21390","D"
10296,10296,90022,1,"libe","0901",168.2,20,243814,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
10374,10374,90109,1,"libe","0902",178.39999,35.7,231104,"3","NULL","NULL",2018-06-21,"stem dead","F;DC;TR","21356","D"
10482,10482,90222,1,"libe","0901",174.60001,19.8,243875,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
10637,10637,90385,1,"libe","0905",177.8,97.1,244219,"3","NULL","NULL",2018-06-20,"stem dead","F;DC;TR","21355","D"
10998,10998,91326,1,"libe","0907",161.60001,125.5,244469,"3","NULL","NULL",2018-06-21,"stem dead","F;DC;TR","21356","D"
11019,11019,91349,1,"libe","0907",164.60001,138.7,244506,"3","NULL","NULL",2018-06-21,"stem dead","F;DT;TR","21356","D"
11023,11023,91353,1,"libe","0908",163,142.5,244607,"3","NULL","NULL",2018-07-27,"stem dead","F;DT;TR","21392","D"
11024,11024,91354,1,"libe","0908",163.5,140.39999,244609,"3","NULL","NULL",2018-07-27,"stem dead","F;DC;TR","21392","D"
11025,11025,91355,1,"libe","0908",163.5,140.2,244610,"3","NULL","NULL",2018-07-27,"stem dead","F;DC;TR","21392","D"
11032,11032,91364,1,"libe","0908",163.10001,142.89999,244630,"3","NULL","NULL",2018-07-27,"stem dead","F;DC;TR","21392","D"
11038,11038,91370,1,"libe","0908",167.10001,145.39999,244639,"3","NULL","NULL",2018-07-27,"stem dead","F;DC;TR","21392","D"
11724,11724,100021,1,"libe","1001",198.7,7,231500,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11729,11729,100026,1,"libe","1001",198.89999,7.9,231506,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11732,11732,100029,1,"libe","1001",197.7,6.6,231510,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11743,11743,100041,1,"libe","1001",191.8,6.9,231528,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11746,11746,100044,1,"libe","1001",191.89999,6.9,231532,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11752,11752,100050,1,"libe","1001",191.60001,8.5,231540,"3","NULL","NULL",2018-06-27,"stem dead","F;DT;TR","21362","D"
11769,11769,100067,1,"libe","1001",198.7,10.9,231567,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11779,11779,100077,1,"libe","1001",197.39999,14.2,231578,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11785,11785,100083,1,"libe","1001",195.60001,11.5,231587,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11790,11790,100088,1,"libe","1001",193,11.1,231593,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11797,11797,100096,1,"libe","1001",193,16.6,231607,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11818,11818,100119,1,"libe","1002",196.60001,21.3,231840,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11820,11820,100121,1,"libe","1002",195,20.2,231842,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11822,11822,100123,1,"libe","1002",193.7,21.2,231844,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11846,11846,100149,1,"libe","1002",191.89999,26.4,231883,"3","NULL","NULL",2018-06-15,"stem dead","F;DT;TR","21350","D"
11875,11875,100179,1,"libe","1002",200,29.8,231928,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11881,11881,100186,1,"libe","1002",196.10001,30.9,231938,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11888,11888,100193,1,"libe","1002",196.89999,34,231947,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11890,11890,100195,1,"libe","1002",197.39999,33.9,231950,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
11923,11923,100230,1,"libe","1001",184,16.2,231687,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11925,41369,100232,2,"libe","1001",184.5,15.2,231691,"3","NULL","NULL",2018-06-27,"stem dead","F;DC;TR","21362","D"
11928,11928,100235,1,"libe","1001",184.2,12.8,231696,"3","NULL","NULL",2018-06-27,"stem dead","F;DT;TR","21362","D"
11980,11980,100295,1,"libe","1002",188.2,21.6,231980,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
12014,12014,100329,1,"libe","1002",185.39999,28,232028,"3","NULL","NULL",2018-06-15,"stem dead","F;DT;TR","21350","D"
12088,12088,100413,1,"libe","1002",195.2,37.1,232162,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
12093,12093,100418,1,"libe","1002",193,38.8,232170,"3","NULL","NULL",2018-06-15,"stem dead","F;DC;TR","21350","D"
12129,12129,100459,1,"libe","1003",194.7,43.2,245345,"3","NULL","NULL",2018-06-18,"stem dead","F;DC;TR","21353","D"
12133,12133,100464,1,"libe","1003",197.8,44.8,245353,"3","NULL","NULL",2018-06-18,"stem dead","F;DC;TR","21353","D"
12240,12240,100578,1,"libe","1005",195.89999,83.6,245607,"3","NULL","NULL",2018-06-19,"stem dead","F;DC;TR","21354","D"
12446,41493,100796,2,"libe","1006",185,107.4,245860,"3","NULL","NULL",2018-07-30,"stem dead","F;DC;TR","21395","D"
12451,12451,100801,1,"libe","1005",192.60001,92.2,245753,"3","NULL","NULL",2018-06-19,"stem dead","F;DC;TR","21354","D"
12484,12484,100844,1,"libe","1006",199.10001,110.5,245902,"3","NULL","NULL",2018-07-30,"stem dead","F;DC;TR","21395","D"
12488,12488,100854,1,"libe","1006",197.60001,114.3,245929,"3","NULL","NULL",2018-07-30,"stem dead","F;DT;TR","21395","D"
12640,12640,101020,1,"libe","1006",191.89999,112.8,246000,"3","NULL","NULL",2018-07-30,"stem dead","F;DT;TR","21395","D"
12650,41519,101030,2,"libe","1007",189.10001,121.8,246125,"3","NULL","NULL",2018-07-30,"stem dead","F;DC;TR","21395","D"
13461,13461,110009,1,"libe","1101",217.7,2,228490,"3","NULL","NULL",2018-06-07,"stem dead","F;DT;TR","21342","D"
13467,13467,110015,1,"libe","1101",215.2,3.2,228500,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13468,13468,110016,1,"libe","1101",214.60001,3.2,228501,"3","NULL","NULL",2018-06-07,"stem dead","F;DT;TR","21342","D"
13472,13472,110021,1,"libe","1101",212,0.7,228513,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13474,13474,110024,1,"libe","1101",210.60001,0.6,228519,"3","NULL","NULL",2018-06-07,"stem dead","F;DT;TR","21342","D"
13488,13488,110040,1,"libe","1101",219.89999,5.5,228546,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13497,13497,110050,1,"libe","1101",212.3,6.9,228560,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13511,13511,110068,1,"libe","1101",215.89999,9.3,228588,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13544,13544,110104,1,"libe","1101",218.5,12.6,228635,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13550,13550,110112,1,"libe","1101",208.7,9.7,228658,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13557,13557,110119,1,"libe","1101",212.5,17.3,228667,"3","NULL","NULL",2018-06-07,"stem dead","F;DT;TR","21342","D"
13558,13558,110120,1,"libe","1101",211.8,17.4,228668,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13563,33873,110125,2,"libe","1101",213.8,18.8,228674,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13575,13575,110139,1,"libe","1101",217.89999,17.3,228692,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13582,13582,110147,1,"libe","1101",216.5,18.5,228702,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13589,13589,110154,1,"libe","1101",207.7,18.5,228713,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13627,13627,110196,1,"libe","1102",210.10001,21,228941,"3","NULL","NULL",2018-06-08,"stem dead","F;DC;TR","21343","D"
13659,13659,110230,1,"libe","1101",208.7,1,228790,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13661,13661,110232,1,"libe","1101",209.60001,4.6,228792,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13671,13671,110242,1,"libe","1101",202.5,4.9,228805,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13689,13689,110260,1,"libe","1101",206.39999,8.4,228833,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
13690,13690,110261,1,"libe","1101",206.2,9,228834,"3","NULL","NULL",2018-06-07,"stem dead","F;DC;TR","21342","D"
